"","dttma","po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"716","2025-05-09 08:54:57","6","4","7","7","3","6","3","5","5","5","6","5","7","5","6","7","5","4","6","7","5","yes","19","2","2023-09-08","women","39"
"717","2025-05-17 17:40:05","5","6","6","6","4","4","7","6","7","4","5","7","7","2","7","7","7","7","7","6","7","yes","13","1","2025-03-30","women","56"
"718","2025-05-18 12:44:59","1","6","5","6","6","6","7","6","3","6","2","2","4","4","4","6","6","4","4","6","3","no"," 9","1","2024-04-20","women","43"
"719","2025-05-05 11:34:01","6","6","6","4","5","6","5","7","5","6","6","4","4","5","4","5","6","6","5","6","4","yes","22","5","2024-06-24","women","44"
"720","2025-05-07 14:00:03","5","4","6","5","7","7","3","4","3","4","2","6","6","3","3",NA,"5","5","3","4","4","yes","21","6","2023-12-21","women","39"
"721","2025-05-09 13:59:40","4","2","5","4","6","5","4","4","6","6","4","6","6","4","5","6","6","6","6","7","6","yes","15","3","2023-12-26","man","42"
"722","2025-05-05 08:57:00","7","7","7","6","7","7","7","7","7","7","7","7","7","5","4","7","7","5","3","5","7","yes","17","5","2025-01-14","women","51"
"723","2025-05-08 15:22:00","4","6","3","7","7","6","7","6","5","5","6","6","6","6","7","5","4","3","6","7","6","no","16","2","2024-06-26","man","24"
"724","2025-05-08 15:22:46","7","7","7","4","5","4","7","6","6","5","3","7","6","4","4","2","6","5","5","6","5","yes","25","4","2024-09-01","women","53"
"725","2025-05-08 13:40:56","7","6","7","5","6","7","4","6","5","6","6","7","7","7","5","5","7","4","4","6","5","yes","21","4","2023-05-07","women","19"
"726","2025-05-12 10:38:27","2","4","5","6","4","6","5","6","6","3","6","7","5","5","6","5","5","4","6","5","6","yes"," 6","3","2023-08-28","women","24"
"727","2025-05-09 16:02:35","7","7","7","6","5","7","4","7","7","7","7","6","4","7","7","6","6","7","6","6",NA,"no","22","7","2023-10-07","man","47"
"728","2025-05-07 13:55:22","7","7","7","3","3","5","6","5","5","5","6","5","4","3","4","6","5","6","5","6","3","yes","21","5","2024-03-04","women","42"
"729","2025-05-08 11:41:03","7","7","7","7","5","7","7","7","7","7","7","7","7","7","7","6","6","7","7","7","7","no","21","4","2023-12-28","man","22"
"730","2025-05-07 10:35:15","3","3","5","5","6","6","2","3","5","4",NA,"6","7","4","4","4","4","6","3","4","5","yes","12","1","2023-12-20","man","36"
"731","2025-05-08 17:39:33","7","6","5","4","6","7","4","2","6","2","6","4","6","7","4","2","4","5","3","7","4","yes",NA,"5","2023-07-25","man","50"
"732","2025-05-08 15:19:06","4","5","3","5","4","6","6","6","5","4","3","2","3","4","6","5","5","5","5","5","5","yes","10","4","2024-09-11","man","47"
"733","2025-05-05 09:34:06","4","4","6","6","5","6","4","3","3","4","5","5","6","5","4","4","3","3","3","5","6","no","11","3","2024-02-14","man","50"
"734","2025-05-17 10:17:38","7","7","5","7","5","5","5","4","3","5","7","7","5","6","6","4","6","7","6","6","6","yes","19","5","2025-03-10","women","28"
"735","2025-05-11 13:50:47","7","7","7","7","7","7","7","7","7","7","5","6","6","7","6","6","5","6","6","7","7","yes","31","7","2025-04-16","man","19"
"736","2025-05-10 08:10:54","7","6","6","6","7","6","7","7","7","5","4","6","7","7",NA,"7","7","7","7","6","5","yes","16","3","2023-10-23","women","26"
"737","2025-05-12 14:54:47","6","2","4","6","7","5","6","7","3","6","6","5","7","7","6","5","5","7","4","5","6","yes","10","1","2023-06-24","women","44"
"738","2025-05-12 11:12:13","5","5","6","5","4","4","7","7","7","3","6","7","7","7","5","6","4","5","7","7","6","yes","15","3","2024-03-01","man","49"
"739","2025-05-07 16:03:20","7","7","5",NA,"6","6","5","4","4","4","3","6","4","4","2","2","3","3","5","4","6","yes","14","3","2023-08-22","women","31"
"740","2025-05-05 08:38:35","7","6","7","5","6","6","7","6","7","5","6","4","6","5","7","7","7","6","6","7","5","no","19","4","2024-06-27","women","33"
"741","2025-05-17 08:59:18","5","6","3","3","3","5","5","6","3","5","6","6","5","6","5","3","2","4","7","6",NA,"yes","17","4","2023-05-13","women","52"
"742","2025-05-09 10:41:11","5","3","6","3","4","3","5","5","6","4","6","6",NA,"3","5","7","6","4","4","4","3","yes","17","4","2023-06-07","women","52"
"743","2025-05-05 17:24:21","5","5","2","5","4","6","4","5","4","7","5","6","4","6","6","4","6","4","4","5","6","yes","11","3","2023-12-11","man","42"
"744","2025-05-16 15:56:39","7","6","5","4","6","6","7","3","6","7","5","7","6","3","4","3","6","6","4","4","5","yes","17","3","2023-05-17","women","36"
"745","2025-05-14 13:21:19","5","7","6","7","4","6","5","5","5","4","7","6","6","4","5","3","7","2","4","6","5","yes","25","5","2024-10-16","man","53"
"746","2025-05-10 09:28:49","5","7","5","6","6","6","7","5","3","4","5","5","5",NA,"6","4","4","6","6","6","6","yes","12","2","2023-10-07","women","48"
"747","2025-05-05 11:51:59","6","7","7","7","5","5","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","yes","19","3","2024-01-21","women","43"
"748","2025-05-10 11:05:11","2","3","2","5","3","4","6","7","6","6","5","4","3","6","3","5","6","5","6","7","7","no"," 5","1","2024-01-20","man","36"
"749","2025-05-16 14:03:08","3","7","6","5","7","5","4","6","5","7","6","4","6","4","6","7","7","5","5","5","6","yes","12","2","2024-06-18","man","44"
"750","2025-05-08 16:40:58","4","4","5","4","2","5","6","7","7","4","7","5","7","6","6","5","4","5","3","5","4","yes","16","5","2024-09-11","women","43"
"751","2025-05-10 17:25:29","4","4","5","6","5","6","3","5","5",NA,"7","7","7","6","4","5","4","5","4","4","7","yes","19","4","2024-11-27","Non-binary/other","34"
"752","2025-05-05 08:53:42","7","7","7","6","5","6","6","3","4","5","5","5","5","3",NA,"3","6","5","4","2","4","yes","35","7","2024-11-09","women","49"
"753","2025-05-18 17:15:08","6","4","6","7","7","6","7","6","4","6","5","7","6","7","7",NA,"7","7","6","3","5","yes","21","6","2025-04-01","women","51"
"754","2025-05-17 17:55:17",NA,"5","4","3","5","6","4","5","6","6","4","6","6",NA,"5","4","6","5","6","6","6",NA," 8","3","2024-03-31","women","42"
"755","2025-05-12 14:34:46","5","4","7","7","7","7","3","4","5","3","4","2","5","4","5","3","4","4","6","5","5","yes","13","4","2023-07-23","women","38"
"756","2025-05-11 12:59:46","7","7","7","6","7","6","4","4","6","5","7","7","7","7","6","7","5","7","6","6","7","yes","18","5","2023-06-27","man","51"
"757","2025-05-06 17:14:57","6","6","5","7","7","4","4","5","6","7","6","7","7","7","6","5","7","5","5","7","7","yes","22","4","2024-01-23","women","41"
"758","2025-05-06 12:00:29","7","7","7","5","6","6","7","7","7","7","7","5","7","6","7","6","6","7","7","7","7","yes","21","3","2024-12-09","man","42"
"759","2025-05-11 12:47:30","6","6","6","3","5","4","5","5","6","5","5","3","3","1","4","6",NA,"5","2","5","4","yes","15","6","2023-11-23","women","35"
"760","2025-05-14 15:28:59","5","5","4","4","4","4","5","5","2","5","6","6","4","5","6","7","6","5","5","5","6","no","19","3","2024-09-15","women","44"
"761","2025-05-10 13:08:33","5","4","6","6","5","5","5","5","7","2","3","6","4","5","6","4","5","6","4","3","5","yes","14","4","2024-03-02","women","32"
"762","2025-05-10 08:55:51","7","7","7","6","5","3","6","6","6","6","6","7","7","5","7","5","6","6","7","6","5","yes","12","3","2023-09-23","man","43"
"763","2025-05-07 10:44:46","7","6","6","6","7","7","5","7","6","6","6","6","7","6","5","4","6","2","5","5","5","yes","28","6","2025-01-02","women","45"
"764","2025-05-18 16:07:27","4","5","7","7","6","4","7","6","7","7",NA,"5","6","7","7","7","6","4","6","3","4","yes","15","3","2024-12-23","women","44"
"765","2025-05-17 13:02:28","6","7","6","5","5","4","5","2","2","3","6","5","5","2","4","4","3","6","4","4","2","yes","19","5","2024-12-05","man","32"
"766","2025-05-17 17:54:55","4","3","4","4","4","3","5","2","5","5","4","5","5","2","5","5","3","6","5","5","5","yes","15","5","2024-07-25","man","41"
"767","2025-05-07 14:45:41","7","7","7","7","7","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","yes","27","5","2023-06-28","women","34"
"768","2025-05-17 08:15:28","6","4","6","2","4","4","7","6",NA,"2","6","7","6","6","4","7","7","6","5","6","2","yes","13","2","2024-08-19","man","39"
"769","2025-05-16 10:00:38","4","2","3","6","6","5","3","6","3","4","4","5","5",NA,"5","7","6","6","2","4","4","yes",NA,"3","2024-05-22","women","57"
"770","2025-05-09 13:16:24","7","7","5","6","6","7","7","7","7","6","5","6","6","5","6","7","7","6","7","6","7","yes","19",NA,"2024-04-07","man","47"
"771","2025-05-16 14:41:28","6","6","6","7","6","6","5","5","7","7","6","7","6","3","7","7","5","5","7","7","5","yes","17","6","2023-08-17","man","24"
"772","2025-05-13 15:26:17","6","6","6","5","5","4","6","6","6","4","2","3","4","4","6","6","6","6","5","4","6","no","21","5","2024-05-17","man","36"
"773","2025-05-10 08:39:39","6","5","3","2","1","1","2","5","3","5","6","6","4","4","5","4","3","5","4","2","6","yes","13","3","2024-06-28","man","51"
"774","2025-05-12 17:18:52","5","6","6","7","7","7","7","7","7","6","5","6","7","7","7","7","3","7","7","7","7","yes","15","3","2025-04-03","man","44"
"775","2025-05-08 16:01:09","5","7","6","5","4","5","5","5","2","4","5","6","6","6","6","6","6","6","4","4","6","yes","19","4","2023-09-29","women","33"
"776","2025-05-08 17:31:21","6","4","6","4","6","4","7","6","6","7","7","7","6","7","6","6","6","6","5","5","4","no","13","3","2024-06-15","man","42"
"777","2025-05-07 17:48:48","6","5","3","5","3","3","5","6","6","6","6","7","7","5","4","3","7","5","7","6","6","no","17","4","2024-02-15","man","41"
"778","2025-05-16 14:18:54","6","4","6","5","5","3","4","6","6","6","6","5","5","5","5","7","5","4","7",NA,"6","yes","20","4","2024-07-09","women","27"
"779","2025-05-12 11:35:52","6","7","6","4","4","4","7","7","5","5","4","3","7","5","4","2","6","6","6","6","6","yes","18","7","2024-09-18","women","55"
"780","2025-05-09 17:20:03","4","7","5","6","3","5","4","5","5","5","4",NA,"6","5","6","4","3","6","2","6","4","yes","17","4","2024-11-30","women","28"
"781","2025-05-07 14:12:59","6","6","6","5","7","3","5","5","3","4","1","1","3","4","4","2","2","5","5","6","5","yes","14","3","2024-08-07","man","42"
"782","2025-05-08 15:20:09","7","6","7","7","6","7","7","7","6","6","7","7","6","7","7","7","7","5","7","7","6","yes","18","3","2024-06-16","man","42"
"783","2025-05-14 17:38:38","6","6","7","6","6","6","5","5",NA,"5","5","5","6","7","7","5","7","6","6","7","6","yes","15","2","2024-08-05","man","39"
"784","2025-05-14 10:38:20","7","6","5","1","2","3","7","7","6","7","5","6","4","4","5","3","3","4","6","4","6","yes","21","6","2024-08-06","women","37"
"785","2025-05-18 16:02:32","6","6","7","6","5","6","7","7","7","7","6","7","6","7","6","7","3","5","7","6","7","yes","19","6","2024-09-06","man","18"
"786","2025-05-06 14:08:50","4","4","4","5","6","7","4","3","4","6","3","5","6","5","4","1","3","3","4","1","4","yes","12","3","2025-01-11","women","32"
"787","2025-05-10 16:35:48","6","6","5","7","3","6","5","5","5","7","3","5","7","5","7","4","3","2","4","6","5","yes","18","4","2023-07-19","women","46"
"788","2025-05-15 17:40:34","6","5","3","5","3","5","7","5","7","7","5","5","5","5","6","6","7","7","4","4","6","no","12","2","2024-09-02","man","41"
"789","2025-05-11 15:25:58","6","6","6","6","5","6","5","6","1","6","3","5","3","5","6","7","6","5","6","6","6","yes","21","6","2024-12-19","man","28"
"790","2025-05-15 14:56:34","7","7","6","6","6","6","7","7","7","5","5","7","6","4","7","7","6","6","7","5","7","yes","22","5","2024-07-24","women","52"
"791","2025-05-13 08:18:19","6","7","7","5","5","7","7","6","7","7","7","6","7","7","7","7","6","6","6",NA,"7","yes","24","7","2023-05-19","women","38"
"792","2025-05-18 09:48:34","6","5","6","5","6","5","7","7","7","7","6","7","7","7","5","7","7","7","7","7","6","no","12","3","2024-05-03","women","45"
"793","2025-05-17 17:34:49","5","5","5","4","5","6","5","6","5","5","6","7","4","6","7","6","5","6","6","5","7","yes","16","3","2023-09-23","women","39"
"794","2025-05-16 14:21:14","5","7","6","5","5","5","6","7","4","7","5","4","4","4","5","3","3","5","5","5","6","yes","10","1","2024-07-01","man","34"
"795","2025-05-08 12:26:48","5","5","6","6","2","7","3","3","6","6","5","6","3",NA,"6","3","4","2","7","6","7","yes","16","5","2024-09-21","man","37"
"796","2025-05-13 12:01:25","7","7","7","7","7","7","7","7","4","7","6","7","6","6","7","6","7","7","7","7","7","yes","22","5","2025-01-23","man","45"
"797","2025-05-11 15:36:01","4","5","5","4","7","4","5","4","4","5","5","6","4","6","5","4","5","6","6","5","5","no","22","6","2024-06-20","man","38"
"798","2025-05-14 10:51:07","5","6","4","6","3","4","5","6","7","1","3","4","5","5","4","3","2","3","6","6","7","yes","14","3","2023-07-24","women","45"
"799","2025-05-15 16:53:35","6","6","3","4","3","7","6","5","2","5","5","6","6","5","6","3","5","4","4","5","3","yes"," 8","1","2024-09-22",NA,"41"
"800","2025-05-14 10:36:12","6","5","3","5","6","4","4","6","5","3","4","2","3","4","4","5","6","6","6","5","5","yes","14","3","2023-10-30","women","43"
"801","2025-05-12 08:14:46","6","4","3","6","6","5","6","5","5","6","6","5","3","5","4","5","4","5","3","5","2","yes","19","3","2023-07-27","women","39"
"802","2025-05-09 17:26:19","7","6","6","3","4","4","5","7","7","7","4","6","5","6","5","6","4","6","7","5","6","yes","16","5","2023-06-10","women","50"
"803","2025-05-18 09:39:40","4","4","3","4","3","4","6","5","7","3","7","6","6","5","7","5","7","6","3","4","4","yes"," 6","2","2024-10-03","man","32"
"804","2025-05-09 16:30:30","5","6","4","2","4","7","5","7","4","3","4","6","2","1","4","4","5","6","5","2","4","yes","16","4","2024-02-17","man","33"
"805","2025-05-15 17:11:23","3","2",NA,"5","7","4","5","6","2","7","4","5","6","3","7","7","6","6","4","5","4","yes"," 7","1","2024-07-11","man","28"
"806","2025-05-12 13:36:51","4","4","3","6","4","5","6","6","5","6","7","7","7","7","4","4","4","6","5","6","5","yes","10","2","2024-11-30","women","37"
"807","2025-05-18 14:47:50","7","7","6","6","7","4","7","7","7","7","6","7","7","7","5","5","5","7","6","5","6","no","22","7","2025-03-16","women","36"
"808","2025-05-07 17:04:28","2","2","3","6","5","7","6","4","5","6","7","6","5","6","4","3","5","5","7","3","6","yes"," 8","2","2024-10-19","women","44"
"809","2025-05-08 12:23:50","7","5","6","3","3","4","5","6","5","3","6","5","6","5","5","6","6","5","7","4","5","no","17","5","2024-12-30","man",NA
"810","2025-05-10 14:58:08","7","6","6","5","4","5","7","5","6","7","7","6","7","7","7","6","6","6","6","6","6","yes","19","4","2024-04-22","women","27"
"811","2025-05-13 12:06:14","5","6","3","4","4","6","5","6","5","6","6","7","7",NA,"4","5","6","7","4","2","1","yes","17","4","2023-08-04","women","39"
"812","2025-05-15 10:27:29","7","6","7","6","7","7","2","4","6","4","4","5","5","7","5","6","7","7","5","6","7","yes","25","4","2025-01-26","women","40"
"813","2025-05-16 09:29:51","5","6","6","6","7","7","7","7","5","5","4","4","4","6","7","7","7","5","4","4","7","yes","12","5","2024-04-28","man","45"
"814","2025-05-18 17:49:29","7","7","7","7","7","7","7","5","4","5","7","7","7","7","7","6","7","6","6","6","7","yes","17","3","2023-11-18","women","36"
"815","2025-05-17 12:43:19","4","5","5","3","3","3","5","6","6","7","4","4","3","5","4","4","7","5","6","6","4","yes","20","1","2024-07-17","man","57"
"816","2025-05-17 16:23:44","5","6","6","7","5","6","5","7",NA,"5","5","6","7","5","5","5","5","2","5","4","6","yes","12","3","2023-07-14","women","43"
"817","2025-05-17 12:06:08","6","5","6","7","6","6","6","5","5","3","7","6","5","5","6","5","7","4","6","5","5","no","19","4","2025-04-04","women","37"
"818","2025-05-11 17:20:32","7","4","5","5","6","6","6","7","7","7","5","4","5","6","7","7","6","6","5","7","6","yes","20","3","2025-04-05","man","44"
"819","2025-05-10 16:07:49","5","6","7","5","7","6","6","5","5","6","5","3","4","6","6","7","6","5","6","5","7","yes","18","4","2025-04-06","women","20"
"820","2025-05-17 14:59:36","6","5","4","3","3","6","2","3","2","6","3","4","6","4","3","5","3","3","7","7","6","yes","15","3","2023-08-19","women","32"
"821","2025-05-18 09:12:57","5","5","5","5","5","6","6","5","5","5","4","3","4","5","5","5","4","5","5","5","5","yes"," 9","3","2023-11-04","women","45"
"822","2025-05-14 16:24:32","4","5","3","4","6","4","6","5","4","6","6","4","5","5","6","4","4","6","6","4","5","yes"," 7","3","2025-03-16","women","32"
"823","2025-05-15 12:24:53","3","5","5","3","3","2","7","5","6","5","3","3","2","5","6","4","6","5","6","5","5","yes","13","4","2024-05-19","man","49"
"824","2025-05-05 08:57:25","7","7","7","5","6","5","4","6","6","7","5","5","6","4","7","4","6","6","6","6","6","yes","21","4","2023-05-21","women","41"
"825","2025-05-07 17:47:31","3","2","2","5","5","6","6","5","6","6","5","1","5","5","4","5","6","5","5","5","6","yes"," 4","1","2025-04-08","women","24"
"826","2025-05-18 15:29:13","6","6","6","7","6","4","6","4","6","6","6","5","6","6","5","3","6","6","6","4","4","no","14","5","2024-07-16","man","42"
"827","2025-05-17 14:27:47","6","5","6","5","5","5","6","6","6","5","6","5","6","5","7","5","5","6","3","4",NA,"yes","22","6","2024-04-03","women","35"
"828","2025-05-15 08:51:28","7","7","7","7","6","4","7","7","7","6","7","7","7","7","7","6","5","5","7","7","7","no","20","3","2023-12-25","man","32"
"829","2025-05-13 10:29:16","7","6","5","6","6","6","6","5","3","5","3","7","5","6","6","6","4","5","6","5","4","yes","14","4","2023-08-09","women","40"
"830","2025-05-12 14:35:05","5","6","5","5","6","4","5","5","5","6","5","6","7","6","7","6","5","5","5","2","3","yes","12","3","2024-02-16","women","50"
"831","2025-05-05 14:58:08","7","6","7","7","5",NA,"7","7","6","7","7","6","7","7","5","5","7","6","6","7","7","yes","21","4","2024-01-19","women","38"
"832","2025-05-17 10:52:52","6","6","6","6","6","7","6","7",NA,"6","5","5","4","6","7","6","7","6","6","5","5","yes","15","3","2023-06-12","man","21"
"833","2025-05-15 17:47:46","6","4","5","4","5","5","5","5","4","2","4","4","5","4","3","5","3","2","5","4","4","yes","19","4","2024-10-16","women","33"
"834","2025-05-16 16:30:56","7","4","4","4","3","2","3","7","6","5","5","4","1","5","5","6","7","7","4","3","6","no","21","5","2024-12-28","man","32"
"835","2025-05-08 15:39:05","6","5","6","5",NA,"5","5","5","6","6","6","5","6","7","6","7","6","7","6","4","4","yes","24","6","2025-02-23","man","24"
"836","2025-05-09 09:42:51","4","3","4","6","6","5","4","6","7","6","6","4","3","6","7","5","7","6","5","6","7","no","12","5","2023-05-05","man","33"
"837","2025-05-16 08:58:36","6","6","5","6","2","7","5","7","6","5","5","6","6","6","5","4","5","5","6","4","7","yes","18","5","2023-12-03","women","34"
"838","2025-05-12 09:26:45","5","5","6","5","4","6","4","5","6","5","6","5","4","6","7","5","4","7","6","6","5","yes","13","2","2023-11-11","man","33"
"839","2025-05-18 09:37:11","2","6","3","7",NA,"6","6","6","5","2",NA,"7","4","6","6","7","5","7","7","6","6","yes","13","4","2024-08-25","women","34"
"840","2025-05-14 15:27:41","7","4","7","6","5","6","3","4","4","6","3","6","6","5","7","5","6","5","7","6","6","yes","23","5","2024-08-28","man","22"
"841","2025-05-12 17:39:10","7","6","7","3","4","6","5","5","6","6","3","5","6","6","4","6","5","4","3","2","6","no","18","2","2023-12-23","women","37"
"842","2025-05-09 12:49:54","5","7","5","7","5","7","3","5","5","4","5","5","5","5","6","5",NA,"5","6","6","5","yes","15","5","2023-11-12","man","53"
"843","2025-05-05 14:51:22","7","7","7","7","7","7","7","6","7","7","7","7","7","6","7","7","7","7","6","6","6","no","15","3","2025-02-05","women","49"
"844","2025-05-16 17:31:46","7","7","7","6","6","7","7","7","7","7","7","7","7","7","7","6","7","7","6","7","7","yes","23","6","2023-12-24","women","22"
"845","2025-05-16 11:04:34","6","7","5","6","6","5","7","6","6","4","5","6","5","6","5","5","5","6","5","4","4","no","23","7","2023-09-01","women","30"
"846","2025-05-10 08:49:00","7","7","7","5","6","7","5","6","7","7","6","4","4","5","2","4","4","3","7","5","6","yes","23","6","2024-11-28","women","54"
"847","2025-05-14 15:08:02","4","4","7","6","7","6","4","5","4","3","2","5","3","6","3","4","6","7","3","3","5","yes","10","2","2023-07-06","man","36"
"848","2025-05-05 13:35:07","6","5","6","5","6","6","1","5","3","3","5","5","5","6","6","5","6","5","5","3","3","yes","17","4","2024-06-17","women","29"
"849","2025-05-14 10:13:06","2","4","3","5","5","5","7","6","6","2","4","5","7","6","6","7","5","6","7","7","6","yes"," 6","1","2024-04-07","women","30"
"850","2025-05-05 09:26:53","6","5","4","4","7","5","4","7","6","5","5","6","6","6","7","6","6","6","6","7","7","yes","20","4","2024-01-20","man","37"
"851","2025-05-12 15:11:57","6","6","7","6","6","7","4","5","6","7","7","7","6","4","5",NA,"3","6","7","6","7","yes","20","2","2023-10-14","women","26"
"852","2025-05-16 13:25:05","5","5","6","3","6","7","5","7","7","6","7","6","7","7","7","7","7","6","4","5","6","yes","17","5","2024-07-30","man","51"
"853","2025-05-13 15:52:55","3","4","5","7","6","7","7","7","7","4","7","7","4","5","7","6","6","7","5","4","5","no"," 7",NA,"2025-02-19","man","43"
"854","2025-05-12 09:48:29","6","5","6","2","2","3","6","2","6","6","4","3","5","4","6","6","7","5","3","4","5","yes","15","4","2023-10-28","man","53"
"855","2025-05-05 14:35:41","7","7","7","7","7","7","4","4","7","7","5","7","7","7","7","6","7","7","6","6","7","no","21","5","2024-07-28","women","30"
"856","2025-05-12 13:17:09","5","5","6","5","5","6","6","6","6","7","6","7","5","5","7","5","5","5","6","7","7","yes","20","4","2023-12-01","man","32"
"857","2025-05-07 13:49:15","7","7","5","3","3","5","6","5","5","6","3","2","3","4","7","6","4","4","6","7","6","no","21","4","2025-03-12","women","23"
"858","2025-05-18 10:31:59","6","7","6","6","6","7","6","6","6","5","7","7","6","6","5","5","6","4","6","7","6","yes","14","3","2024-04-20","man","35"
"859","2025-05-14 11:15:19","4","5","7","5","5","5","7","5","7","6","3","3","4",NA,NA,"4","6","7","6","7","6","no","19","3","2025-03-24","women","31"
"860","2025-05-18 09:17:06","6","3","7","6","5","3","5","2","5","7","6","4","4","3","4","6","7","7","3","5","3","yes","16","4","2024-03-20","man","39"
"861","2025-05-18 10:23:41","7","5","4","6","6","6","7","7","7","7","7","6","7","7","7","5","7","7","6","7","7","no","21","5","2024-04-09","women","18"
"862","2025-05-07 10:46:23","6","4","6","4","3","6","7","6","5","6","6","6","6","6","7","7","6","6","3","3","3","yes","21","6","2025-03-26","women","27"
"863","2025-05-11 09:58:50","5","6","6","7","6","7","1","5","4","5","6","6","6","6","6",NA,"7","7","6","7","6","yes"," 6","1","2024-06-01","man","39"
"864","2025-05-18 12:33:35","5","4","6","7","2","4","6","3","2","4","4","6","5","6","5","7","7","6","4","4","7","yes","18","4","2024-10-21","man","30"
"865","2025-05-17 11:05:20","6","6","7","3","7","6","6","7","6","7","4","7","5","6","7","6","6","6","6","5","6","no","27","5","2024-01-25","man","28"
"866","2025-05-07 13:42:46","6","5","4","5","6","2","7","5","7","4","5","3","3","4","5","3","6","6","3","2","4","yes","18","4","2024-12-27","women","34"
"867","2025-05-05 17:53:35","6","6","7","6","7","6","7","7","7","5","6","6","6","5","7","7","5","7","6","6","3","no","14","3","2024-01-26","man","36"
"868","2025-05-17 14:38:54","4","4","3","5","6","5","6","4","7","4","7","7","7","7","3","4","6","4","5","4","6","yes","12","1","2023-06-19","man","48"
"869","2025-05-16 14:25:27","5","5","4","6","4","6","5","5","5","7","7","6","6","7","2","4","3","5","5","5","4","yes","14","4","2023-06-06","women","31"
"870","2025-05-09 11:49:25","4","7","4","5","6","6","7","6","7","5","6","7","6","6","5","6","4","6","4",NA,"6","no","15","5","2023-07-20","man","44"
"871","2025-05-15 15:55:50","6","7","7","6","6","7","4","4","5","6","6","6","3","5","4","5","4","4","6","7","7","no","22","5","2024-06-08","women","29"
"872","2025-05-11 10:00:20","3","3","5","2","5","3","5","6","6","1","4","6","6","5","5","4","6","4","4","6","3","yes","12","5","2024-05-11","women","44"
"873","2025-05-12 13:27:32","3","5","6","6","7","5","3","6","6","6","4","6","4","5","6","7","7","7","6","5","6","no","21","3","2023-11-04","women","35"
"874","2025-05-17 15:41:17","5","7","1","5","6","6","5","5","4","6","7","6","7","6","5","7","5","5","7","6","6","yes","14","3","2024-10-02","women","39"
"875","2025-05-13 08:53:48","6","5","6","3","4","7","5","5","3","5","5","6","5","6","4","7","5","5","3","7","6","yes","15","1","2025-02-23","man","49"
"876","2025-05-08 17:35:27","6","3","5","4","6","5","7","6","6","5","4","6","6","7","6","6","5","4","7","6","6","yes","18","6","2024-04-06","women","42"
"877","2025-05-08 10:29:20","5","5","6","5","4","2","5","5","5","5","4","5","4","5","6","4","6","4","1","5","2","yes"," 9","2","2025-01-29","man","40"
"878","2025-05-17 15:23:59","6","5","7","6","6","6","6","6","6","3","6","6","5","6","6","7","5",NA,"4","6","7","yes","15","3","2025-04-02","women","49"
"879","2025-05-10 08:47:10","6","6","4","3","4","6","7","7","7","7","6","4","3","4","4","6","5","7","7","6","6","no","17","6","2024-09-26","women","20"
"880","2025-05-09 16:18:45","7","7","7","5","6","5","5","3","6","6","5","4","6","6","7","6","6","7","7","7","7","yes","30","6","2024-08-15","women","40"
"881","2025-05-13 09:55:33","5","4","6","4","5","7","5","4","7","7","6","6","4","7","6","4","6","4","6","5","5","yes","18","2","2024-06-08","man","28"
"882","2025-05-18 10:28:14","5","5","3","4","7","4","6","7",NA,"5","7","4","5","6","7","6","5","7","6","4","5","yes"," 6","3","2024-09-20","man","39"
"883","2025-05-13 12:16:23","6","7","6","5","4","6","5","5","5","6","6","6","6","5","6","6","5","7","7","7","7","yes","16","5","2025-01-21","man","33"
"884","2025-05-07 09:47:54","6","7","7","7","3","6","7","6","6","6","5","7","6","7","5","6","7","7","5","6","5","yes","20","3","2025-03-07","man","40"
"885","2025-05-07 15:40:50","5","5","5","5","5","5","4","6","3","6","7","6","7","6","3","6","6","6","4","5","5","yes","20","3","2023-09-02","man","44"
"886","2025-05-12 15:40:40","4","4","5","7","7","7","6","7","6","6","6","5","6","6","4","6","5","5","4","5","7","no"," 9",NA,"2024-06-06","man","44"
"887","2025-05-16 08:27:58","5","4","2","4","7","5","5","6","7","3","5","4","3","3","7","6","6","6","5","6","5","yes","16","3","2023-06-27","man","42"
"888","2025-05-10 14:03:41","6","6","6","4","6","5","6","4","6","7","6","3","4","5","3","3","5","3","6","3","5","yes","14","1","2023-08-14","women","45"
"889","2025-05-06 17:48:43","6",NA,"6","6","6","3",NA,"5","5","6","6","6","7","7","4","3","3","6","2","3","4","no","15","3","2024-09-27","man","51"
"890","2025-05-07 08:54:43","5","6","6","6","5","6","4","5","5","7","3","3","5","5","4","7","5","4","5","5","6","yes","21","4","2024-08-09","women","48"
"891","2025-05-14 10:11:39","4","6","7","6","7","6","6","3","6","7",NA,"4","6","6","5","5","6","5","7","6","7","yes","22","5","2024-03-20","women","43"
"892","2025-05-06 10:29:53","4","7","6","5","7","6","5","5","4","4","7","6","5","7","3","6","5","6","6","5","4","yes","19","3","2024-11-18","women","33"
"893","2025-05-05 09:16:31","3","3","6","2","1","3","4","4","3","6","7","5","4","4","6","4","5","6","5","5","5","yes","14","3","2024-10-24","women","43"
"894","2025-05-15 16:13:49","7","5","7","3","6","6","5","5","5","6","4","6","6","5","4","7","4","7","6","6","4","no","23","5","2024-03-21","women","51"
